0.0001 0.722509 0.277491
0.0002 0.722518 0.277482
0.0003 0.722527 0.277473
0.0004 0.722536 0.277464
0.0005 0.722545 0.277455
0.0006 0.722554 0.277446
0.0007 0.722563 0.277437
0.0008 0.722572 0.277428
0.0009 0.722581 0.277419
0.001 0.72259 0.27741
0.0011 0.722599 0.277401
0.0012 0.722608 0.277392
0.0013 0.722617 0.277383
0.0014 0.722626 0.277374
0.0015 0.722635 0.277365
0.0016 0.722644 0.277356
0.0017 0.722653 0.277347
0.0018 0.722662 0.277338
0.0019 0.722671 0.277329
0.002 0.72268 0.27732
0.0021 0.722689 0.277311
0.0022 0.722698 0.277302
0.0023 0.722707 0.277293
0.0024 0.722716 0.277284
0.0025 0.722725 0.277275
0.0026 0.722735 0.277266
0.0027 0.722744 0.277257
0.0028 0.722753 0.277248
0.0029 0.722762 0.277238
0.003 0.722771 0.277229
0.0031 0.72278 0.27722
0.0032 0.722789 0.277211
0.0033 0.722798 0.277202
0.0034 0.722807 0.277193
0.0035 0.722816 0.277184
0.0036 0.722826 0.277175
0.0037 0.722835 0.277166
0.0038 0.722844 0.277157
0.0039 0.722853 0.277147
0.004 0.722862 0.277138
0.0041 0.722871 0.277129
0.0042 0.72288 0.27712
0.0043 0.72289 0.277111
0.0044 0.722899 0.277102
0.0045 0.722908 0.277093
0.0046 0.722917 0.277083
0.0047 0.722926 0.277074
0.0048 0.722935 0.277065
0.0049 0.722945 0.277056
0.005 0.722954 0.277047
0.0051 0.722963 0.277038
0.0052 0.722972 0.277028
0.0053 0.722981 0.277019
0.0054 0.722991 0.27701
0.0055 0.723 0.277001
0.0056 0.723009 0.276992
0.0057 0.723018 0.276982
0.0058 0.723027 0.276973
0.0059 0.723037 0.276964
0.006 0.723046 0.276955
0.0061 0.723055 0.276946
0.0062 0.723064 0.276936
0.0063 0.723074 0.276927
0.0064 0.723083 0.276918
0.0065 0.723092 0.276909
0.0066 0.723101 0.276899
0.0067 0.723111 0.27689
0.0068 0.72312 0.276881
0.0069 0.723129 0.276872
0.007 0.723138 0.276862
0.0071 0.723148 0.276853
0.0072 0.723157 0.276844
0.0073 0.723166 0.276835
0.0074 0.723176 0.276825
0.0075 0.723185 0.276816
0.0076 0.723194 0.276807
0.0077 0.723203 0.276797
0.0078 0.723213 0.276788
0.0079 0.723222 0.276779
0.008 0.723231 0.27677
0.0081 0.723241 0.27676
0.0082 0.72325 0.276751
0.0083 0.723259 0.276742
0.0084 0.723269 0.276732
0.0085 0.723278 0.276723
0.0086 0.723287 0.276714
0.0087 0.723297 0.276704
0.0088 0.723306 0.276695
0.0089 0.723315 0.276686
0.009 0.723325 0.276676
0.0091 0.723334 0.276667
0.0092 0.723344 0.276657
0.0093 0.723353 0.276648
0.0094 0.723362 0.276639
0.0095 0.723372 0.276629
0.0096 0.723381 0.27662
0.0097 0.72339 0.276611
0.0098 0.7234 0.276601
0.0099 0.723409 0.276592
0.01 0.723419 0.276582
0.0101 0.723428 0.276573
0.0102 0.723437 0.276564
0.0103 0.723447 0.276554
0.0104 0.723456 0.276545
0.0105 0.723466 0.276535
0.0106 0.723475 0.276526
0.0107 0.723485 0.276517
0.0108 0.723494 0.276507
0.0109 0.723504 0.276498
0.011 0.723513 0.276488
0.0111 0.723522 0.276479
0.0112 0.723532 0.276469
0.0113 0.723541 0.27646
0.0114 0.723551 0.27645
0.0115 0.72356 0.276441
0.0116 0.72357 0.276431
0.0117 0.723579 0.276422
0.0118 0.723589 0.276413
0.0119 0.723598 0.276403
0.012 0.723608 0.276394
0.0121 0.723617 0.276384
0.0122 0.723627 0.276375
0.0123 0.723636 0.276365
0.0124 0.723646 0.276356
0.0125 0.723655 0.276346
0.0126 0.723665 0.276337
0.0127 0.723674 0.276327
0.0128 0.723684 0.276318
0.0129 0.723693 0.276308
0.013 0.723703 0.276298
0.0131 0.723712 0.276289
0.0132 0.723722 0.276279
0.0133 0.723732 0.27627
0.0134 0.723741 0.27626
0.0135 0.723751 0.276251
0.0136 0.72376 0.276241
0.0137 0.72377 0.276232
0.0138 0.723779 0.276222
0.0139 0.723789 0.276212
0.014 0.723799 0.276203
0.0141 0.723808 0.276193
0.0142 0.723818 0.276184
0.0143 0.723827 0.276174
0.0144 0.723837 0.276165
0.0145 0.723847 0.276155
0.0146 0.723856 0.276145
0.0147 0.723866 0.276136
0.0148 0.723875 0.276126
0.0149 0.723885 0.276117
0.015 0.723895 0.276107
0.0151 0.723904 0.276097
0.0152 0.723914 0.276088
0.0153 0.723924 0.276078
0.0154 0.723933 0.276068
0.0155 0.723943 0.276059
0.0156 0.723953 0.276049
0.0157 0.723962 0.276039
0.0158 0.723972 0.27603
0.0159 0.723982 0.27602
0.016 0.723991 0.276011
0.0161 0.724001 0.276001
0.0162 0.724011 0.275991
0.0163 0.72402 0.275982
0.0164 0.72403 0.275972
0.0165 0.72404 0.275962
0.0166 0.724049 0.275952
0.0167 0.724059 0.275943
0.0168 0.724069 0.275933
0.0169 0.724078 0.275923
0.017 0.724088 0.275914
0.0171 0.724098 0.275904
0.0172 0.724108 0.275894
0.0173 0.724117 0.275885
0.0174 0.724127 0.275875
0.0175 0.724137 0.275865
0.0176 0.724147 0.275855
0.0177 0.724156 0.275846
0.0178 0.724166 0.275836
0.0179 0.724176 0.275826
0.018 0.724186 0.275816
0.0181 0.724195 0.275807
0.0182 0.724205 0.275797
0.0183 0.724215 0.275787
0.0184 0.724225 0.275777
0.0185 0.724234 0.275768
0.0186 0.724244 0.275758
0.0187 0.724254 0.275748
0.0188 0.724264 0.275738
0.0189 0.724274 0.275728
0.019 0.724283 0.275719
0.0191 0.724293 0.275709
0.0192 0.724303 0.275699
0.0193 0.724313 0.275689
0.0194 0.724323 0.275679
0.0195 0.724333 0.27567
0.0196 0.724342 0.27566
0.0197 0.724352 0.27565
0.0198 0.724362 0.27564
0.0199 0.724372 0.27563
0.02 0.724382 0.27562
0.0201 0.724392 0.275611
0.0202 0.724401 0.275601
0.0203 0.724411 0.275591
0.0204 0.724421 0.275581
0.0205 0.724431 0.275571
0.0206 0.724441 0.275561
0.0207 0.724451 0.275551
0.0208 0.724461 0.275542
0.0209 0.724471 0.275532
0.021 0.72448 0.275522
0.0211 0.72449 0.275512
0.0212 0.7245 0.275502
0.0213 0.72451 0.275492
0.0214 0.72452 0.275482
0.0215 0.72453 0.275472
0.0216 0.72454 0.275462
0.0217 0.72455 0.275452
0.0218 0.72456 0.275443
0.0219 0.72457 0.275433
0.022 0.72458 0.275423
0.0221 0.72459 0.275413
0.0222 0.7246 0.275403
0.0223 0.724609 0.275393
0.0224 0.724619 0.275383
0.0225 0.724629 0.275373
0.0226 0.724639 0.275363
0.0227 0.724649 0.275353
0.0228 0.724659 0.275343
0.0229 0.724669 0.275333
0.023 0.724679 0.275323
0.0231 0.724689 0.275313
0.0232 0.724699 0.275303
0.0233 0.724709 0.275293
0.0234 0.724719 0.275283
0.0235 0.724729 0.275273
0.0236 0.724739 0.275263
0.0237 0.724749 0.275253
0.0238 0.724759 0.275243
